CG3358 CG1550
CG4229 CG5890
CHN HSP83
EBI-97031 RPL31
EBI-164429 EBI-132467
VPS20 ATPSYN-B
CG13811 SAR1
CG9527 A16
MMD CP1
EBI-131459 ACON
SYX16 EBI-238554
BEN EBI-185330
VIH CG13044
RPA2 CG7924
CG32016 SOP2
CPR76BA CG2852
NEJ CG17508
CG11672 CG13142
AND EBI-167548
SPN-F CTP
DNAPOL-DELTA HSP60
KOKO ECR
POLO TAP
RHOGAP92B CG15022
MLH1 LAMC
CG32365 EBI-139904
CG10750 EBI-127204
CG17826 RPS24
CACTIN EBI-110745
CG34401 CG10650
CG13272 SPI
NC2ALPHA CG10188
CG6133 PMS2
SPN-A CG7028
CG6225 MED10
CG1271 EIF4AIII
ATG5 CG31716
CG11286 CG4673
CNX99A TTV
PKC98E CDC2C
CG18745 CG7427
CG2107 WWOX
SPZ3 HP1B
MSI CG6447
CG10103 CG6447
CG33129 CG11076
CG12432 CG5630
CG18764 CG2709
FK506-BP2 RPL22
XPAC CG18094
CI ELB
CG10694 NEDD8
SRC64B EBI-101748
E2F2 CAT
CG7967 EBI-149162
CG8219 VHAAC39
CG6738 TRAF2
NOMPB CG15631
CG13625 CG31973
EBI-90335 PP1-87B
ME31B CG9890
CG3199 GRO
L(2)37CE CG15631
CG9986 CG15531
CG15676 RECQ4
CNN DX
CG5017 CG11076
CG12162 CG4538
RPS3A ACTR13E
CG13838 CG17841
TEY EIF4G
CG10882 ACT5C
PMS2 TEPII
CG14881 CG5793
EBI-92548 TAF12
CG9902 CG6770
CG14546 CG2712
SPN-A CG4266
SPI HNF4
L(1)G0289 EBI-121063
CG5376 DIK
EBI-107568 EBI-199701
DOCK RPL24
EBI-170625 CG15347
CG15440 26-29-P
FMRF TRAF3
MER CG15438
CG6353 HLH4C
EBI-105310 CG5791
AC DA
CG4641 RAD23
EBI-83005 EBI-210979
CG3530 KUK
CG10267 CG5362
EBI-85608 EBI-82680
CG14089 CG15370
CG7056 OSI6
MAD2 CG17746
TSG CG10263
CG9511 EBI-132841
EBI-89218 EBI-173411
EBI-173185 CG14219
CG14302 CG9418
CG11656 CG11164
GR2A MUS209
CG13604 DLP
CG7080 EBI-103820
CG18081 CG14183
CG7351 FS(2)KET
CG17380 CG12470
CG17568 HSP83
CG11380 CG6418
CG13604 CHER
DOCK ROBO
E5 MTA1-LIKE
CPR73D CG10570
ARU RPL4
NEOS SLIP1
CG14641 STCK
OFS CYP4G1
NRX-IV CNO
CG3918 EF2B
CG10032 IM2
CG10559 YP1
EBI-139956 CG7824
CG2213 CG11896
EBI-208662 EBI-161439
CG13526 CG15631
CG8793 HMR
CG17836 MEI-S332
CUL-2 CG14317
ADAT RPS20
EBI-100834 CPR72EA
CG32036 PIE
CI TIG
MIB2 STUMPS
CG9368 EBI-151216
CG18292 DANR
CG2926 EBI-189834
RAD51D EBI-498832
CG9121 CIB
C901 KAZ1-ORFA
MAM FAS1
CG3610 MBO
PAR-1 EBI-177032
HLHM5 HLHM5
ORB2 SPN-A
ELB CG14563
RAN TAMO
RPLP1 MES2
AKT1 E5
CG5933 MST84DA
GR43B CG31012
DL TRIO
CG17829 CG2865
EBI-199603 EBI-162629
CG5792 EXN
MCM6 MCM3
CG14410 26-29-P
MNB CYCC
SHAL CG5890
XE7 DREF
EBI-117913 HSP83
CG1104 CPR65EA
PMS2 CG10990
SYB USNP
OKR UBCD2
EBI-183849 CG10263
CKIIBETA EBI-497141
CG31534 CG16899
CG13721 CG13066
EBI-154110 CYS
MI-2 TTK
ES2 EBI-84573
CG18754 CSK
PROS25 EBI-178079
CG7323 MRG15
EBI-277974 TRL
RAD51D CG5740
EBI-208575 CG14933
CG5225 CG7017
STC NUP153
EBI-203567 CG14556
EBI-192791 EBI-192791
EBI-106635 ACP53EA
CG17568 CG32479
EBI-106701 CG5390
CG14773 CG7994
CG9784 CG10263
SAK ECR
CI DANR
CG5315 HSP23
CG7054 EBI-122840
CG6621 EBI-197099
CDK5 SPN-A
CG11574 KRZ
CG15676 BETATUB60D
CG14961 EBI-161439
MED18 MED20
ESN EBI-149119
ZPR1 CYT-C-P
CSN3 EBI-90080
EBI-99546 CG5558
OFS ATTA
DYS EBI-263078
CYCA EBI-140532
CG8851 CG14711
RHOGAP68F CG6663
SLD5 EBI-185451
L(1)G0004 CIP4
CG6687 CG5890
DIP-B CG10887
CG15482 CG11377
CG8683 KHC
EBI-90335 CG6637
CG14216 CRN
EBI-107347 GRK
CG3342 CG3342
CG14803 CG8206
AGO CG14546
CG5446 CG11164
CG2116 EBI-197099
CG15800 CG4771
CG30327 CG10535
CG15043 EBI-238554
EBI-148303 SNR1
RPB4 C15
TAF12 CG7518
CHEB93A CG16904
H2.0 TEH4
HLHM7 GRO
P53 EBI-91014
SRP68 CACTIN
CPR64AD CG8965
CG32016 RPL5
L(3)MBT CHRO
CG14118 POD1
EXP6 CG2052
PTC CG4749
CG12620 FLW
CG9099 PATJ
CG18675 ADF1
CG14222 TUDOR-SN
CG13045 CG11601
PR PR
EBI-85838 D
EBI-196905 CG2950
CG6830 HSP83
DNAPRIM NUCB1
EBI-185330 RAC1
CKIIBETA SMB
EBI-143999 CG11489
EBI-199603 CG5642
LD14 CG5791
GM130 CG31626
EBI-100826 CG11023
SCRA BORR
CDK5 E5
CG5618 SKL
PTC RHOGAPP190
CG13838 EBI-183763
CG9465 CG13067
CG9986 LAM
CUP RIN
CG32369 TUP
BAP60 EBI-209775
CG7371 RPS15AA
CG1461 EBI-210182
PLU CG15043
HPO MOD
ASH1 NEJ
EBI-101527 BNL
MER CG6923
CG13625 KIN17
CG31917 ODA
PIE CSK
CG17824 CG6707
MLH1 ALPHA-SPEC
LMPT RLIP
EBI-194372 GRANNY-SMITH
UNC-13 CG15198
CG8851 CG6856
RAD51D SLO
CG9986 RPS26
CG14634 SOX15
PROS26.4 ACTR13E
EBI-113289 CG5568
CG6808 TSP5D
SIRT2 CG2865
EBI-168236 CG9523
CG5053 CG8188
CG5608 EBI-127204
EBI-107661 RPS30
EBI-157400 XBP1
MNB SMG6
CG15580 CG5062
CG14119 EBI-134407
HMX NIPSNAP
TJ ODD
PUF68 PROS28.1
EBI-106701 NG4
EBI-97031 CG5316
CYCB PNG
ATPSYN-D CG6688
MLC-C HIS2B:CG17949
CG12256 CG11880
CG13322 RPL38
CG11412 CG4065
CG6707 CYP1
DISCO EBI-121063
EBI-83112 EBI-141046
CG4294 CG6808
CG15822 MLH1
DSH N
CG11581 EBI-93523
CV-C SU(TPL)
EBI-172583 CG1231
EBI-190441 CG17331
PAR-1 RPS3
EBI-90739 CG13358
CG14647 CG30417
RHOGAP92B CG14126
OCTBETA2R MNT
CG11377 EBI-179577
RAB6 CG4557
OSEG1 PAR-1
CG6196 CG32100
CG10075 CG9911
EBI-196732 ATPSYN-BETA
TAF10 PCAF
CG13811 CG11377
SISA DA
SPN-A EBI-91014
RPL37A KRZ
CG11505 EBI-156955
SPIR EF1ALPHA48D
EBI-88363 CG11164
EBI-204445 ERF1
HSP60B CG4300
NEJ CYCK
CG16972 EBI-84104
CG2258 EBI-161439
TRN-SR CG17737
CG10032 RPL5
CG12179 BRK
EBI-183080 CG11138
CI CG10011
CP36 CG11380
TRUS CDLC2
CG9986 RLB1
FER3HCH CG14688
LAM LAM
INCENP IAL
VIR RPL36
EBI-202016 EBI-111318
CG10663 L(3)04053
MOD(MDG4) CG12645
CG7379 CP36
CG14641 NKD
CG5645 RPL5
ARU CG15423
CG14223 CG14671
CG17107 TSR
CG6905 CRN
CG9083 GALNAC-T2
CDC2C CYCJ
EBI-149231 CG1078
MNT CG6856
EBI-160257 E(R)
CG15580 CG2199
TRL BIP2
HSP27 ALH
SIP3 CG9426
CDLC2 CG10158
CG14207 LARK
CG16728 DEL
EBI-185283 CG17666
CG6745 EBI-88852
TAF10B TBP
CG17462 RPS8
CG32036 VHA26
SIP1 SNRNP70K
KAT2A EBI-1246969
BAP60 CG3731
CG17107 CG14642
CG7011 RPL23
RUX REV7
RPL13 VM34CA
EBI-128171 CG9865
EBI-199603 CG10354
EBI-101869 TSR
EBI-174207 EBI-123443
EBI-195768 CG13458
CDSA CG11753
CG17744 FER3HCH
CG11275 CG11148
EBI-164534 YELLOW-C
CG1635 CG30085
CPR65EA GOT2
CG2893 CG1983
CG7967 CG5478
CG32016 SOP
ME31B EXU
CG6416 CKIIALPHA-I3
CPR73D EBI-100654
CG13322 EBI-199441
CG32772 ALPHA-MAN-II
ALD CG14816
CG10103 CG10948
GLI HIS2AV
DLC90F ENA
TREH CG2091
MAD2 CG14534
SRY-ALPHA CG8578
RDX EBI-153530
CG14905 CG13458
EBI-83005 CG7488
HPO RPS26
EBI-101527 RHOGEF4
CG8228 SEC61ALPHA
CG8159 CG8159
CG12985 CG11693
EBI-92440 CG34376
FMR1 EBI-179816
CG32425 SOX100B
MRE11 CG15609
CP36 ODA
CG9573 ADH
EBI-102305 CG7655
EBI-98834 CG4040
CG13095 CG32626
CG17265 PLAP
RPK EBI-120797
ALD CG13510
EBI-183080 CG9526
CG17737 CHRAC-14
CG8368 CG11138
CG3081 CG10948
HOMER EBI-152126
CG15482 CG33331
RTNL1 HSP23
CSTF-64 EBI-93764
CG14815 ACT5C
RPN11 L(2)03709
ARR1 CG5548
CG10032 CG4829
RBP4 GLYP
EBI-129626 HSP70AB
CG7196 L(2)K07824
CG12975 EBI-90766
SO EBI-209775
ATG5 DIP2
CG3911 UK114
CG8927 CG17162
CG11566 CG12470
KERMIT EBI-251850
SCP2 CG6425
CPR65EA PEBII
CDM BAP60
EBI-119138 PKC98E
WASP CT
EBI-86215 PRM
EBI-162921 CG32068
CG8128 CG3085
CG13113 CG3214
CG4116 CG8273
CDC37 CG12182
CG4393 NCM
CG4835 SGT
CG4802 LWR
CI SERP
DL TWI
CNN CG13030
CG15293 CG40045
CG17141 CG5860
TSG101 DIK
CSN4 CSN6
CG13526 CG4455
SNAPIN RPS20
CG9986 CG5641
EBI-122157 CG9426
MOE INR
CG9394 SYX16
EBI-199603 CDC2C
AND CG8679
CSTF-64 EBI-106341
CG4901 EBI-127179
EBI-109399 CG9425
MOD(MDG4) CG31973
CG16728 HRP59
R JOG
NOT STUMPS
AGO HSP70AB
CG8368 EBI-103820
DCR-1 LOQS
EBI-208011 MYB
CG14803 CG5010
MR CG3942
SYX16 BI
EBI-128171 DMT
RAB6 CG9170
CG8942 EBI-146492
CG14126 CG6163
CG18271 CG3611
FOR MER
CCN TOY
EBI-208011 KHC
CG32810 QM
CG12620 CG31457
CG9192 CG14563
CG6126 LACE
CG9511 CG8931
EBI-150454 EBI-187555
CYCK CG5731
CG5674 AWD
ALD CG5708
CYP9F2 EBI-200060
CG14250 BIP2
CG1104 CG15695
CG11327 EBI-113956
CG5798 MCM5
FZO EBI-192791
EBI-127547 CG17666
TOY CG8036
RHOGAP68F MUS81
TOMB MEI-S332
CG2540 EF2B
EBI-209775 EBI-191255
RBSN CG1785
EBI-123236 EBI-141388
CG31211 CG11138
EBI-172044 EBI-156903
IRBP BTBVII
CI CG7290
CG5665 CG14119
CG9797 CG31782
EBI-134484 CG9572
CG15737 FTZ
CG14323 CG31211
SEC5 CG9915
WEE PGRP-LE
CG14367 BNB
JBUG CG11164
CG8539 D1
CG6996 EBI-196732
CG10531 CG14968
CG7329 CG3880
CG5642 CG3731
CG7218 SNAP
EBI-102987 SAP-R
CG5380 CG13458
ALP23B CG3838
CG3590 SOS
CG13474 EBI-162173
CG15308 ECT3
RPP30 EBI-195262
RHOGAP92B ELOA
CG7069 EBI-220621
DNAPRIM SPN-A
EBI-181781 EBI-103820
CG13138 CG3056
CG9117 RPL17
CG1894 SOP
CPB CG5537
EBI-128385 EBI-190547
TAF12 TBP
CG13022 OSI15
EBI-90335 CG10353
EBI-97031 SINU
EBI-203651 RPN5
DA NAU
EBI-92943 CG11897
CG31958 CG15458
EBI-216413 EBI-164632
STAR1 TH1
SIP2 CG15479
EBI-199603 EBI-115136
MIRO DRL
CG18616 ACT5C
SIRT4 SU(R)
CG16972 CG5611
EBI-74966 DWG
CG15646 CKIIBETA
CG17450 CP1
CG31111 CPR72EA
CG16972 CG4751
EBI-99546 PKA-C2
MSI CG8460
CG31036 SRC64B
CG11092 CG10353
MCM2 MCM6
EXOSC2 EBI-123608
YURI LARK
CG12811 FER2LCH
CG2061 EBI-84624
ORB2 CYCK
CBL EGFR
CG13124 NUP58
PAK RAC1
KP78B MUSKELIN
CG5665 SO
CG13407 CG32486
RUX SLH
GRK PATJ
CG11776 CG12433
CG4415 CAF1
CG17776 BIN1
SAK ENA
ASH1 TRX
MBS EBI-118172
HP1B MBF1
MRPS30 CG13886
CG7911 CG15631
CG14815 CG3605
MIRO TRAF1
CG4643 EBI-133084
CPR92F RPS3A
DNAPOL-ALPHA73 CG17666
EBI-167768 PHDP
CG3099 CG1142
CG11790 CG3397
CG14607 ICS
CG9099 CG8743
CG1638 CG31961
SYX16 ENOK
MRE11 OC
CG13373 CSK
EBI-173665 EBI-134218
CPR35B CG3557
CG5968 CG12608
EBI-207496 CG14339
CG1104 HSP23
CG15771 CG17567
MLH1 CG4644
EBI-89655 CG12997
PROS26.4 BSK
TOY CG18269
EBI-156955 POMP
MSI 26-29-P
CG13541 CG3662
EBI-208662 PNUTS
CG34347 EBI-198744
CG9986 CG31036
AND AC
UNC-119 GAPDH2
EBI-458558 CG13900
SEC5 HIW
EBI-458558 NC73EF
ELA CG6719
DYS EBI-122823
CG32264 EBI-153383
LCP2 EBI-83005
CG12729 CG10949
CG11489 CG3731
EBI-87760 CG6084
CG32100 EBI-145669
CPR100A CPR11A
IDH GRIM
CG3610 LVA
CG9511 EBI-87760
EBI-190471 EBI-117175
WUS CG8417
PMS2 BTBVII
SH3PX1 ACK
EBI-133084 SLMB
CG13022 DX
CG34354 PIE
MOE CG14935
ZORMIN CG5053
EBI-168856 CG17666
MTK EBI-197099
CG16838 EBI-111644
WEK CG8301
CG5149 CG15631
CG34401 TOTM
RLIP RPL4
ZORMIN EBI-89424
CG32594 ODA
NC2ALPHA EBI-197428
PMS2 CDI
ARR1 RPL15
ODA CG10654
NUP214 EBI-199603
EBI-150616 SBA
CG17826 DLG1
SEC5 NIPPED-B
EBI-88363 CSAT
CG7053 CG7331
SIR2 EBI-155172
MUS81 CG12936
TBPH CG5214
EBI-168011 CG32711
EBI-197717 CG14391
SNR1 CG12065
CG9797 VM26AB
CG5011 CG10225
MGLURA CG9170
DNAPOL-ALPHA50 CG7386
PKA-R2 CG3011
FOI GAMMASNAP
EBI-153308 PP2B-14D
CG5325 EBI-155459
EBI-160257 SMB
CG9572 ESG
CG12985 SNR1
CG6985 CG3342
PNG PHDP
EBI-138352 CG8319
CG7456 SAV
CG17568 EBI-197099
CG11753 RPS8
TSG101 CG1597
CG4586 CG17777
ACP29AB RNRS
CG6497 CG17295
CG9286 RPL23
RPS7 SIP1
ATG4 ATG8B
ELB NOS
EBI-665803 EBI-665803
CG32267 CG15136
EBI-111335 CG5466
CG5642 CG31743
SLD5 RPL38
CG14546 TTK
MUS304 ALPHATUB84B
MAD CG31534
PMS2 TOU
CPR92A RPL7A
PROSBETA5R1 EBI-90277
EBI-177843 EBI-115536
EBI-166173 CG10321
CG6380 BX42
HSP60B CG8184
MLC2 ROK
SH3PX1 CG31082
CG5050 CG2865
CI EBI-169340
SRP9 EBI-238554
POXN CG5380
NEJ EBI-177032
CG7639 TRXR-1
CG33213 EBI-208011
CG5731 CG3689
CG13405 CG13679
CG10032 EBI-162970
CG14133 ART7
RPL37A EBI-195293
EBI-203651 CG4880
RHOGAP68F CG2064
SNR1 EBI-159091
DL RPL28
EBI-196732 CG8942
MUS304 CG17768
SLAM EBI-273823
CG5933 CG6856
CG7967 CG14965
CG32635 CG17264
CG9170 SLAM
CG13405 TAF1
CG3056 CG4963
ATG5 CG3557
PROS25 CSN4
CG3295 CG13458
CYCK CG6175
CG11672 EBI-104392
GRO HKB
PUF68 EBI-208766
CG4641 PK17E
EBI-199603 CG14044
CG5471 EBI-209775
MER CG15267
CG5111 PHDP
CG18528 SOS
CG14829 SISA
CG7196 CG10561
EBI-168390 CG7188
ETS98B HSP26
CG13913 CG5792
INAD REP4
CG15580 EBI-161439
SEC5 PGK
EBI-85713 EBI-200614
DNAPOL-ALPHA73 CG3342
CG7375 CG3590
GLEC EBI-203567
EBI-167768 EBI-94564
TOMB CG3176
EBI-106794 CG2129
RAC1 CG15720
CG13040 CG15422
CG3342 CG1135
CG13627 CG10217
RHOGAP92B CG13084
EBI-89218 CG13394
CG8997 QTC
KSR PHL
EBI-199603 RACK1
CP38 CG9769
CG9624 BCD
EBI-105310 MST84DC
PROSALPHA6T PROSBETA3
USNP XBP1
ARF84F CTP
CREG EBI-164158
ELFLESS CG7757
TINC KRZ
EBI-196732 PIF1A
PCS CG18731
CG11698 CG4617
EBI-147266 EBI-207795
EBI-145169 CG9418
CG14634 CG2017
EBI-193297 CG11486
MBS TRAF3
RBSN SDHB
CG12182 BG4
EBI-105310 MST84DB
CG9902 CG11321
MER RPL22
RPB4 ATPSYN-D
CG13476 CG6856
KUZ N
CG15524 CG5053
KR KR
CR11700 UBP64E
DIP1 DIP1
EBI-195273 EBI-115136
EBI-195768 RPS8
SNR1 CONT
EBI-190958 CG11164
ACTR13E RPT4
PP1ALPHA-96A NIPP1
BSH NINAE
EBI-141901 CG18081
CG7146 RPS7
MBS MICAL-LIKE
EBI-165118 EBI-96584
CG17450 EF2B
CG17209 PP1-87B
CG3880 HBS
CG12393 CG14333
CG7231 RPL22
CG13083 TANGO11
EBI-199603 CG31973
E2F E2F2
CG9121 RFESP
CG6904 CG15631
RPL39 TRAF2
CG8316 CG30183
EBI-176747 CG3838
SBF TRX
YELLOW-G CG10979
ARU CG15646
CG9588 EBI-190531
EBI-186330 CG11577
EBI-144629 CG3355
EBI-160257 CRN
CG12393 CG11106
CG9951 CG17778
CP190 MAP60
DREF TAF10B
CG6707 CG17777
CG9117 CYCB
EBI-213208 CG14534
RHOGAP92B CG4617
LOK CG9776
RECQ4 EBI-185283
RUX BOWL
HSP67BA EBI-102459
MYO10A RPL4
EBI-190441 TANGO4
CG6985 SAR1
SSB-C31A CG5325
NKD GIP
MAX DM
CG15764 CG4845
CG3081 UZIP
VHA100-2 BAP60
CG17360 RPL19
CG32772 ODD
TBPH CG34408
RESILIN PXT
EBI-163966 CG8942
PROS28.1 PROSBETA5
CG17107 EBI-179081
JHI-1 CPR12A
RPN12 PROSBETA5
EBI-300331 TRL
EBI-163776 RPL35
CG9527 CG14815
CG13405 BAP60
RAN-LIKE CG12470
PDE9 CG5676
CG4325 CG2709
CG14410 GRP
CKIIALPHA RPL22
ENOK CG5538
BICD LAM
EBI-458558 CG13625
CG2116 RPS23
CG15308 CPR72EA
CG30327 CG6447
CG18806 RHOGAP92B
CG17802 CG12393
HPO CG6697
EBI-113289 ENA
CG34376 EBI-139956
EBI-156955 RPS13
CG8863 EBI-265156
U2AF38 U2AF50
CG4196 EBI-88363
ARF51F CG2478
E2F2 CG4328
CG34401 CG8942
CG31562 YL
TBPH CG8745
CG31550 CG13512
EBI-191079 SGT
CG5376 EBI-190547
NC2ALPHA GAPDH1
CG7548 CG14543
CG11265 SKPA
PCAF TAF10B
EBI-127260 CG12470
EBI-109399 CG5362
CG5053 EBI-197099
ARP11 CDC6
NAK NUMB
MED4 CG8351
CG13030 CG14125
PIE CG12723
EYG CG17666
REV7 STAM
CG33967 UGP
FU L(1)G0156
HSP67BA CR14638
CG9331 HOMER
MAD EBI-458558
EBI-107568 CG7277
CG1635 PBGS
CG30327 CG31688
CDC2C XPAC
CG13022 HLH4C
CG32687 CG8003
EIP63E CG8997
CG8147 MMD
CG3335 RPS3A
CG9938 CG12470
PTC CG9027
NCA CG14645
CG8219 CG3415
CG15753 CG12470
EBI-152055 CG13458
CG6660 CG3662
CG14864 CDLC2
PAK CG15861
WGN EGR
MER CG33095
CG5111 CG10654
CG14222 CG11265
CG10494 CG12470
EBI-105703 OHO23B
INVADOLYSIN EBI-124768
CG6415 RPN7
MOE FT
NOMPB ACTR13E
CG3689 CG2199
CG7371 EBI-161439
CYCD MED15
CPR64AA EBI-141739
SLAM CG7795
ORB2 PHDP
CG15800 CG13900
AND UNC-13
FU CG32306
KLC EBI-151243
CG32369 CG14914
SIRT2 CG12723
TEQUILA RTET
EBI-145169 ZEN
EBI-160861 CG14815
CG18259 CG5792
CG8965 DSH
CG14546 L(2)05714
CNN CG14643
N DL
CG14204 NUP107
CG2061 CG11591
MUS209 LIG3
EBI-92440 CG4294
CG11581 CAT
EBI-105310 CG32767
CG1420 CG3294
CG13733 CG6276
MRPL40 BAP60
EBI-92440 CG17124
CG16826 EBI-112772
PIP EBI-176747
EBI-232330 SU(VAR)205
CG14044 KNI
CG13838 CG8310
MOE CG14322
EBI-125339 CG8860
CG4066 CG14332
FCP3C CG10032
JUPITER TSR
CG13965 KRZ
STY CG13095
CG34401 MST84DA
CG16984 CG13458
EBI-149231 FTZ
CG12200 EBI-168948
NPC1B ODD
FTZ-F1 EBI-198120
LIS-1 SMG
JAFRAC1 XRCC1
CG4484 CG9926
DRM CG15436
NEJ CG2865
EBI-107291 CG12470
CG11802 EBI-127204
FMR1 AGO2
BETAGGT-II CG15029
BM-40-SPARC CG10263
CG11449 KRZ
HRP59 EBI-209354
HLHMBETA ASE
CG13030 CA-ALPHA1T
ARU TAF12
AGO UBI-P63E
CG15658 EBI-161439
CG9986 EBI-189350
DDC EBI-105455
SCP2 CG6770
CG14410 CG9083
EBI-90739 RPL17
NC2BETA CG5466
FCP3C INX7
SLOB 14-3-3ZETA
CG14216 LANA
CG9418 CDC2RK
EBI-170192 EF1GAMMA
EBI-132366 SZAR
RAW PK17E
HK SLIP1
CG11566 CG3075
PNG CG15043
CG10164 CG12470
CG9986 EBI-99451
CRN EF1GAMMA
AC SC
E(R) CG8831
CG14113 CG15374
EBI-208011 CG9837
MED30 MED6
CG4325 ZEN
EBI-497141 CG11696
EBI-163074 EBI-188322
HRB87F PEP
EBI-522090 PC
CG3645 CG3493
EBI-101869 EBI-163004
KLC CG7101
CG4770 CG32801
CG9541 TRAF1
CG12256 CG2812
CG17331 PROS54
CG2256 CPR72EA
MBT CG6447
CG14932 CG4813
CG30263 CG2213
PP1-87B CG9619
MESK2 EBI-111518
CG8997 RPS17
DLC90F HSP67BC
RNRS EBI-190547
EBI-458558 DX
CYCK CG18745
CG13322 EBI-191142
FU CG17612
CG9331 RPS3A
CG14641 GFZF
CG13144 GL
VHA26 VHASFD
EBI-157400 CG12608
FD59A EBI-84026
CG1104 EBI-130934
CG16812 CG16812
CG14928 CG3294
CG15180 CG11164
STEP HLH4C
EBI-196335 CG4484
CG5466 CG5026
EBI-157400 CHER
CHIP PGANT6
CG17233 GAPDH2
SAK PAN
CG15631 EFF
CG9986 EBI-97104
CG11286 STAM
EBI-208662 EBI-126251
CG34354 CG9184
CG2540 CG11138
CG15800 CG4673
CG10158 CG17494
CG9573 CG10979
CG11852 CG8508
MER L(2)08717
CG4290 VHA100-2
SH3PX1 EBI-213375
CDC37 CG15631
CG14840 CG3891
CG14011 EF1BETA
RPL22-LIKE CG7806
CG32635 CG32297
EBI-122233 STAM
SU(RDGB)69 CG3825
CG15308 EBI-95115
PTC CHD1
ESN CG8329
CG3598 EBI-151216
TSP CG5053
CG11449 CG17153
TEKTIN-A EBI-121063
CG7231 CG10419
CG1104 RPLP1
CG9938 CG9392
DRK NEK2
CG7172 CG9541
ARF51F GGA
CG5854 CG12470
CG33213 CPR64AD
CG12106 CG7168
EBI-167768 RPL27
RDGA CG2199
EN HTH
EBI-195768 E2F2
CG1135 CPR72EA
CG32086 NEMY
CG2852 CG14715
CG31534 GALNAC-T1
MER POD1
DISCO CG31626
PIP CG5854
DCP1 CG9821
CG12256 HN
ZEELIN1 TSG101
CG12811 CG3386
CYCJ CG14816
EBI-98834 PK17E
CHER TL
EBI-160257 CG12116
HSP70AB CG9331
CG14578 CG9572
GSC MST84DC
CG18271 CG12849
CACTIN PHDP
DIP-B CG5062
EBI-132050 CG16728
CG12393 TJ
EBI-196732 CG5180
CG9797 CG8301
CG11327 CG4554
CG15800 CG13213
COS CHINMO
CSN5 TRC8
FAN C15
CG9778 CYP1
SPN-A CG9715
LACE DHD
CG2107 CG6164
CG14803 CG17650
CG33213 EBI-197099
EBI-187464 CKIIALPHA-I3
MDR49 Z4
E(R) CG17295
SNF SXL
CSTF-50 CG13731
ALPH SCA
NEOS EBI-138516
SEC5 TSP66E
SIP1 EBI-83388
EBI-130561 CG13030
CG5514 RPL15
EBI-125769 PXT
EBI-128171 LOCO
CG14145 CG8907
CYCA EBI-458616
JAFRAC2 CG9306
CG2267 DLC90F
CUL-2 CG7148
SPN-B MSP-300
IRK2 DLG1
SAV RPS7
CG2053 CG8942
CG15422 CG11138
EBI-198400 JUPITER
CTP CG4302
EBI-458558 EBI-140532
CG7142 SGT
EBI-122233 EBI-199389
AXN CKIALPHA
KLC CG3085
BGB LZ
SYN2 CG10321
GRK CHER
ECR USP
CG12155 EIF-4A
DAMM BTBVII
CG6380 NNP-1
CPB EBI-131770
CG6664 CDC2
LAM OTE
RGL CG9572
CG5802 LACE
RDX CG6985
PP1ALPHA-96A CG9170
SNAPIN EBI-189834
UTA HALE
CYCH CG5708
CG9173 BGB
INVADOLYSIN CG14735
POXM CG10341
EBI-198120 CG13731
CG7879 PLI
MED4 ATG1
CG17667 LK6
CPR92F EBI-198120
CG5053 EBI-210182
EBI-90335 EBI-126758
CG17666 CPR64AD
CLP CG32638
CG13379 FER3HCH
CG8206 EBI-115672
CG31826 CG9426
GRAU CG11695
EBI-187683 CTBP
EBI-84773 CG1135
CG14204 CG12470
MNB EBI-128385
EBI-136392 RPS26
CG4771 JIGR1
CG3225 CG11382
TRC8 VHL
CG14359 CG7368
EBI-163776 CG2865
CACTIN SMB
EBI-101527 CG8709
DRONGO PR
CG7172 CG17265
CG17826 CG4225
CG14578 RPS15AA
RGL PPN
DYS EBI-252103
ACT5C SN
UTA CG18619
TSH EBI-177882
CG6163 BIP2
SNAMA CG8743
CG15136 ARC-P34
SSL2 RPL4
CG16721 CG18266
EBI-155002 CG18301
CG4730 RPL17
CG32264 CG10263
FCP3C CG17127
EBI-182205 FZY
DLC90F PFRX
CG10566 UBCD2
CG6178 DLC90F
CHIP CG6425
MBT RPL7A
CKIIBETA ART1
SNAPIN CG14534
CG13476 CG40127
MUS309 SELD
PRM CG10365
MST89B CG17597
CG15293 PLEXA
EBI-160257 DAN
CG10365 EIF-5A
CG9986 PCS
SRY-ALPHA EBI-141907
PHYL CG25C
CG17829 CG8301
CG32626 CG8929
PCAF TAF4
EFF EBI-86340
PROSBETA3 PROS29
CG10703 CG14815
EBI-205748 L(2)37CG
CG6196 EBI-119369
CHI CG4836
RHO SPI
CG2052 CG9987
CG14645 RPS8
BEAT-IIB NC2ALPHA
ARI-1 CG10263
CG7787 CG32473
CG2865 RPL23
CG32016 EBI-232330
PERITROPHIN-15B EBI-194042
CG5280 CG18619
EBI-142445 EBI-162306
MNB HR39
EBI-155060 MRPL54
PHM EBI-93349
CG17568 L(2)GL
MNB NUCB1
AKT1 VM26AB
EBI-117175 TGY
CG10267 CHM
FKH CG31054
CG10635 CG10914
CG16935 RPN2
CG32809 CG5446
E2F2 PHDP
SAK CG13900
CG10681 L(1)G0431
CG12782 HSP70AB
SNR1 CG2052
EBI-198120 MEI-P22
CG30387 DLG1
MORGUE SKPA
CG33980 SU(R)
MED30 MED17
HSF KAP-ALPHA3
PP1ALPHA-96A TRX
SYX16 ACF1
MED19 HSP27
ADA2B CG15450
CDC2 AMD
CYCD CG13625
CSTF-50 CG12470
MER CG33224
